"id_agrupado","keys_sie","establecimientos","id_distrito","distrito","id_seccion","seccion","circuitos","rangos_mesas","num_mesas","nombre","direccion","localidad","cod_postal","geom","electores","votantes","validos","positivos","blancos","nulos"
109,"01_003_05107","109","01","CABA","003","Comuna 3","00032","1033-1037",5,"INSTITUTO UNIVERSITAS","LAVALLE 1838","CABA","C1051ABB","0101000020E610000007F0164850324DC0C15774EB354D41C0",1702,1254,1242,1230.0,12,10
110,"01_003_08735","110","01","CABA","003","Comuna 3","00032","1038-1047",10,"UNIV DEL SALVADOR FILOSOFIA","LAVALLE 1878","CABA","C1051ABB","0101000020E6100000FA2AF9D85D324DC0670C7382364D41C0",3406,2199,2412,2382.0,30,13
111,"01_003_05096","111","01","CABA","003","Comuna 3","00033","1048-1055",8,"COLEGIO Nº5 BARTOLOME MITRE","VALENTIN GOMEZ 3163","CABA","C1191AAG","0101000020E6100000C6A86BED7D344DC02A0307B4744D41C0",2786,2017,2006,1980.0,26,11
112,"01_003_04295","112","01","CABA","003","Comuna 3","00033","1056-1067",12,"ESC Nº16 PRESIDENTE MITRE","SARMIENTO 2832","CABA","C1196AAB","0101000020E61000001A321EA512344DC0A530EF71A64D41C0",4188,2940,2925,2882.0,43,22
113,"01_003_04298","113","01","CABA","003","Comuna 3","00033","1068-1076",9,"ESC Nº6 GRAL M RODRIGUEZ","DR T M DE ANCHORENA 441","CABA","C1170ACG","0101000020E610000046088F368E344DC0001FBC76694D41C0",3135,1726,2232,2207.0,25,18
114,"01_003_04335","114","01","CABA","003","Comuna 3","00034","1077-1084",8,"INST ARG GALLEGO SGO APOSTOL","PASO 51","CABA","C1031ABA","0101000020E6100000A243E048A0334DC0AC545051F54D41C0",2772,2011,1999,1966.0,33,11
115,"01_003_04327","115","01","CABA","003","Comuna 3","00034","1085-1097",13,"ESC CANGALLO SCHULE","TTE GRAL J D PERON 2169/2151","CABA","C1040AAG","0101000020E610000088F6B182DF324DC0B4E89D0AB84D41C0",4501,3233,3205,3175.0,30,31
116,"01_003_04329","116","01","CABA","003","Comuna 3","00034","1098-1105",8,"UBA CENTRO DE IDIOMAS","JUNIN 224","CABA","C1026ABF","0101000020E610000067B62BF4C1324DC07E8AE3C0AB4D41C0",2769,2014,2000,1969.0,31,13
117,"01_003_08743","117","01","CABA","003","Comuna 3","00034","1106-1119",14,"ESC Nº14 CORNELIO SAAVEDRA","SARMIENTO 2250","CABA","C1044AAJ","0101000020E61000006798DA5207334DC09C69C2F6934D41C0",4844,3480,3455,3417.0,38,22
118,"01_003_04286","118","01","CABA","003","Comuna 3","00035","1120-1131",12,"UBA FACULTAD DE PSICOLOGIA","HIPOLITO YRIGOYEN 3242","CABA","C1207ABR","0101000020E6100000020EA14ACD344DC06479573D604E41C0",4122,2636,3173,3141.0,32,10
119,"01_003_05324","119","01","CABA","003","Comuna 3","00035","1132-1144",13,"INSTITUTO ARCANGEL SAN MIGUEL","DR T M DE ANCHORENA 41","CABA","C1170ABA","0101000020E6100000F2D077B7B2344DC05C55F65D114E41C0",4451,3079,3300,3264.0,36,27
120,"01_003_05095","120","01","CABA","003","Comuna 3","00035","1145-1157",13,"ESC Nº2 M ACOSTA","GRAL URQUIZA 277","CABA","C1215ADE","0101000020E610000039B874CC79344DC0D6C8AEB48C4E41C0",4457,3094,3327,3299.0,28,23
121,"01_003_04271","121","01","CABA","003","Comuna 3","00036","1158-1170",13,"ESC Nº5 PAUL GROUSSAC","CATAMARCA 462","CABA","C1213ABJ","0101000020E610000070EEAF1EF7334DC054E3A59BC44E41C0",4432,2852,3360,3337.0,23,27
122,"01_003_04264","122","01","CABA","003","Comuna 3","00036","1171-1182",12,"ESC Nº12 REP DEL PARAGUAY","AGRELO 3231","CABA","C1224ABC","0101000020E610000016A75A0BB3344DC04243FF04174F41C0",4100,2861,3103,3053.0,50,20
123,"01_003_04310","123","01","CABA","003","Comuna 3","00037","1183-1192",10,"ESC N°6 GUILLERMO CORREA","SAAVEDRA 695","CABA","C1229ACC","0101000020E6100000965B5A0D89334DC0465ED6C4024F41C0",3504,2383,2636,2603.0,33,15
124,"01_003_04314","124","01","CABA","003","Comuna 3","00037","1193-1200",8,"ENET N°25 FRAY LUIS BELTRAN","AV JUJUY 780","CABA","C1229ABP","0101000020E61000007A354069A8334DC040F850A2254F41C0",2797,2107,2098,2079.0,19,9
125,"01_003_04324","125","01","CABA","003","Comuna 3","00037","1201-1207",7,"CIRC DE SUBOFICIALES DE LA PFA","AV BELGRANO 2584","CABA","C1096AAP","0101000020E6100000B340BB438A334DC0AE282504AB4E41C0",2445,1848,1825,1808.0,17,17
126,"01_003_05099","126","01","CABA","003","Comuna 3","00037","1208-1210",3,"LICEO Nº10 RICARDO ROJAS","AV JUJUY 150","CABA","C1083AAO","0101000020E6100000C91CCBBBEA334DC042EE224C514E41C0",1051,811,808,799.0,9,3
127,"01_003_08750","127","01","CABA","003","Comuna 3","00037","1211-1214",4,"ESC Nº1 ESTEBAN DE LUCA","ADOLFO ALSINA 2499","CABA","C1090AAM","0101000020E6100000ADA7565F5D334DC03108AC1C5A4E41C0",1398,1065,1060,1047.0,13,6
128,"01_003_04319","128","01","CABA","003","Comuna 3","00038","1215-1224",10,"ESC N°15 NARCISO DE LAPRIDA","MEXICO 2383","CABA","C1222ABK","0101000020E610000028B9C32632334DC0A8FC6B79E54E41C0",3463,2345,2589,2561.0,28,9
129,"01_003_04322","129","01","CABA","003","Comuna 3","00038","1225-1233",9,"ESC N°9 MARIANO MORENO","MORENO 2104","CABA","C1094ABH","0101000020E6100000F321A81ABD324DC0F23FF9BB774E41C0",3122,2365,2373,2342.0,31,4
130,"01_003_08740","130","01","CABA","003","Comuna 3","00038","1234-1244",11,"COLEGIO SAN JOSE","BARTOLOME MITRE 2455","CABA","C1039AAM","0101000020E610000009E066F162334DC01F477364E54D41C0",3815,2579,2821,2790.0,31,13
131,"01_003_08746","131","01","CABA","003","Comuna 3","00038","1245-1251",7,"ESC Nº34 MONSEÑOR DE ANDREA","MORENO 2135","CABA","C1094ABG","0101000020E6100000A9A5B915C2324DC0DC4B1AA3754E41C0",2429,1845,1830,1812.0,18,9
132,"01_003_04317","132","01","CABA","003","Comuna 3","00039","1252-1261",10,"ESC DE COM N°5 J DE SAN MARTIN","AV ENTRE RIOS 755 / 751","CABA","C1080ABB","0101000020E6100000ED832C0B26324DC0EFCB99ED0A4F41C0",3492,2390,2623,2600.0,23,18
133,"01_003_04341","133","01","CABA","003","Comuna 3","00039","1262-1265",4,"COL ISABEL CONDE DE HERNANDEZ","MORENO 1859","CABA","C1094ABA","0101000020E61000003EB0E3BF40324DC0AB4203B16C4E41C0",1397,1069,1061,1040.0,21,9
134,"01_003_04312","134","01","CABA","003","Comuna 3","00039","1266-1272",7,"COL EUSKAL ECHEA","CHILE 2032","CABA","C1227AAF","0101000020E61000005A2C45F295324DC0001AA54BFF4E41C0",2446,1813,1801,1775.0,26,8
135,"01_003_04344","135","01","CABA","003","Comuna 3","00039","1273-1277",5,"INSTITUTO DON ORIONE","HIPOLITO YRIGOYEN 2084","CABA","C1089AAN","0101000020E6100000A112D731AE324DC01BA034D4284E41C0",1747,1285,1275,1260.0,15,8
136,"01_003_04342","136","01","CABA","003","Comuna 3","00039","1278-1281",4,"INSTITUTO SUP DE VIAJANTES","COMBATE DE LOS POZOS 146","CABA","C1079AAD","0101000020E61000003F1EFAEE56324DC0FF3F4E98304E41C0",1395,1051,1047,1037.0,10,4
137,"01_003_08157","137","01","CABA","003","Comuna 3","00039","1282-1290",9,"POLIDEPORTIVO CANGALLO SCHULE","TTE GRAL J D PERON 1955","CABA","C1040AAC","0101000020E61000002D3E05C078324DC0C39ACAA2B04D41C0",3145,2053,2272,2251.0,21,26
138,"01_003_04305","138","01","CABA","003","Comuna 3","00040","1291-1302",12,"ESC N°11 JOSE FEDERICO MORENO","HUMBERTO I 3171","CABA","C1231ACK","0101000020E61000000D897B2C7D344DC0ACC95356D34F41C0",4196,3117,3380,3330.0,50,31
139,"01_003_04261","139","01","CABA","003","Comuna 3","00040","1303-1316",14,"COLEGIO SANTA CRUZ","24 DE NOVIEMBRE 950","CABA","C1224AAJ","0101000020E6100000C8B260E28F344DC0B08D78B29B4F41C0",4886,3956,3923,3885.0,38,31
140,"01_003_04288","140","01","CABA","003","Comuna 3","00041","1317-1325",9,"ESC N°3 RUFINO SANCHEZ","LA RIOJA 850","CABA","C1221ACH","0101000020E6100000CB660E492D344DC0732EC555654F41C0",3148,2194,2441,2400.0,41,20
141,"01_003_04300","141","01","CABA","003","Comuna 3","00041","1326-1333",8,"ESC NORM SUP N°8 PTE J A ROCA","LA RIOJA 1042","CABA","C1221ACL","0101000020E61000001FD8F15F20344DC0BDA94885B14F41C0",2797,1663,2200,2185.0,15,10
142,"01_003_05092","142","01","CABA","003","Comuna 3","00041","1334-1341",8,"ESC Nº17 LUIS CHORROARIN","CARLOS CALVO 2827","CABA","C1230AAU","0101000020E6100000118FC4CBD3334DC05E4A5D328E4F41C0",2788,2215,2199,2170.0,29,16
143,"01_003_04268","143","01","CABA","003","Comuna 3","00041","1342-1350",9,"INSTITUTO SAN CRISTOBAL","AV JUJUY 1241/JUJUY S/N","CABA","C1247ABA","0101000020E610000016FC36C478334DC03337DF88EE4F41C0",3137,2442,2415,2390.0,25,23
144,"01_003_04263","144","01","CABA","003","Comuna 3","00041","1351-1363",13,"ENET N°11 MANUEL BELGRANO","COCHABAMBA 2830","CABA","C1252AAV","0101000020E6100000C3A04CA3C9334DC0663387A4165041C0",4528,3523,3486,3433.0,53,37
145,"01_003_04265","145","01","CABA","003","Comuna 3","00041","1364-1368",5,"ESC N°10 F DE GURRUCHAGA","AV JUJUY 1471","CABA","C1247ABC","0101000020E6100000E4A1EF6E65334DC03EB0E3BF405041C0",1739,1335,1326,1306.0,20,11
146,"01_003_04282","146","01","CABA","003","Comuna 3","00042","1369-1379",11,"ESC N°25 GERVASIO A DE POSADAS","AV SAN JUAN 2277","CABA","C1232AAE","0101000020E610000048A30227DB324DC097546D37C14F41C0",3808,2730,2985,2945.0,40,28
147,"01_003_04274","147","01","CABA","003","Comuna 3","00042","1380-1386",7,"ESC N°21 CARLOS PELLEGRINI","AV ENTRE RIOS 1341","CABA","C1133AAB","0101000020E61000003F8D7BF31B324DC066101FD8F14F41C0",2419,1876,1860,1828.0,32,16
148,"01_003_04276","148","01","CABA","003","Comuna 3","00042","1387-1394",8,"ESC N°22 CARLOS PELLEGRINI","AV ENTRE RIOS 1359","CABA","C1133AAB","0101000020E61000004B3B35971B324DC0C939B187F64F41C0",2765,2122,2107,2095.0,12,13
149,"01_003_04272","149","01","CABA","003","Comuna 3","00042","1395-1405",11,"ESC N°23 GRAL VIAMONTE","PASCO 961","CABA","C1219ABI","0101000020E6100000191F662FDB324DC0AAD72D02634F41C0",3797,2673,2916,2874.0,42,18
150,"01_003_04279","150","01","CABA","003","Comuna 3","00042","1406-1415",10,"INSTITUTO NTRA SRA DEL HUERTO","AV INDEPENDENCIA 2140","CABA","C1225AAQ","0101000020E6100000D8F50B76C3324DC0BCB1A030284F41C0",3457,2448,2696,2662.0,34,18
151,"01_004_04059","151","01","CABA","004","Comuna 4","00043","1416-1429",14,"INSTITUTO FELIX F BERNASCONI","CATULO CASTILLO 2750","CABA","C1261ACJ","0101000020E610000042B0AA5E7E334DC0DDB1D826155141C0",4778,3519,3456,3424.0,32,21
152,"01_004_05311","152","01","CABA","004","Comuna 4","00043","1430-1443",14,"INSTITUTO NTRA SRA DE LUJAN","JUJUY 2179/RONDEAU 2626","CABA","C1247ABJ","0101000020E6100000BDFC4E9319334DC0F436363B525141C0",4780,3304,3828,3778.0,50,16
153,"01_004_05310","153","01","CABA","004","Comuna 4","00043","1444-1451",8,"ESC N°26 B MIGUEL DE AZCUENAGA","PICHINCHA 1873","CABA","C1249ABM","0101000020E6100000A9BC1DE1B4324DC0F33E8EE6C85041C0",2725,1899,2165,2128.0,37,16
154,"01_004_05312","154","01","CABA","004","Comuna 4","00044","1452-1462",11,"ESC SUP N°11 RICARDO LEVENE","DEAN FUNES 1821","CABA","C1244AAM","0101000020E6100000A8A8FA95CE334DC0ECA4BE2CED5041C0",3758,2482,3070,3045.0,25,18
155,"01_004_05037","155","01","CABA","004","Comuna 4","00044","1463-1466",4,"INSTITUTO SAN VICENTE DE PAUL","24 DE NOVIEMBRE 1665","CABA","C1242AAI","0101000020E61000007C43E1B375344DC06361889CBE5041C0",1366,823,1076,1070.0,6,12
156,"01_004_04048","156","01","CABA","004","Comuna 4","00044","1467-1478",12,"ESC N°2 JOSE MARIA GUTIERREZ","LA RIOJA 1846","CABA","C1244ABN","0101000020E610000044BFB67EFA334DC0295C8FC2F55041C0",4084,3088,3334,3300.0,34,31
157,"01_004_05035","157","01","CABA","004","Comuna 4","00045","1479-1487",9,"ESC Nº2 PATRICIOS","AV ALMAFUERTE 66","CABA","C1437JLN","0101000020E61000002F6B6281AF344DC0E50E9BC8CC5141C0",3125,1892,2156,2129.0,27,21
158,"01_004_04045","158","01","CABA","004","Comuna 4","00045","1488-1492",5,"ESC N°19 PROV DE FORMOSA","ELIA 473","CABA","C1437ELA","0101000020E6100000072461DF4E344DC06479573D605241C0",1739,1112,1370,1354.0,16,13
159,"01_004_08753","159","01","CABA","004","Comuna 4","00045","1493-1498",6,"ESC DE RECUPERACION Nº5","JOSE A CORTEJARENA 3350","CABA","C1437ISP","0101000020E6100000D2FF722D5A344DC0F086342A705241C0",2083,1646,1604,1585.0,19,10
160,"01_004_04046","160","01","CABA","004","Comuna 4","00046","1499-1506",8,"ENET N°7 D LAVALLE DE LAVALLE","ZAVALETA 204","CABA","C1437EYF","0101000020E6100000C49448A297334DC00E10CCD1E35141C0",2670,1585,2025,1992.0,33,16
161,"01_004_04041","161","01","CABA","004","Comuna 4","00046","1507-1512",6,"ESC DE COM N°18 R DE SUECIA","JUAN CARLOS GOMEZ 253","CABA","C1282ABE","0101000020E61000000A2FC1A90F324DC0F25F2008905141C0",2003,1588,1577,1570.0,7,11
162,"01_004_04037","162","01","CABA","004","Comuna 4","00046","1513-1517",5,"ESC N°18 JUAN E PESTALOZZI","AV CASEROS 2152","CABA","C1152AAI","0101000020E6100000ABEB504D49324DC01BF4A5B73F5141C0",1666,1332,1324,1311.0,13,8
163,"01_004_04030","163","01","CABA","004","Comuna 4","00047","1518-1530",13,"ESC N° 11 REPUBLICA DE HAITI","LAFAYETTE 1879","CABA","C1286AEG","0101000020E61000008F6FEF1AF4314DC0EFE53E390A5441C0",4538,3483,3464,3428.0,36,18
164,"01_004_04033","164","01","CABA","004","Comuna 4","00047","1531-1544",14,"INSTITUTO SAGRADO CORAZON","AV V SARSFIELD 1351/CALIFORNIA 3018","CABA","C1285AAC","0101000020E6100000259694BBCF314DC0460C3B8C495341C0",4883,3773,3754,3710.0,44,19
165,"01_004_09326","165","01","CABA","004","Comuna 4","00047","1545-1557",13,"ENET N°14 LIBERTAD","SANTA MAGDALENA 431","CABA","C1277ACC","0101000020E61000001E6E8786C5304DC00ABE69FAEC5241C0",4526,3425,3406,3336.0,70,13
166,"01_004_04121","166","01","CABA","004","Comuna 4","00048","1558-1567",10,"LICEO COM N°3 JOSE M ESTRADA","ARCAMENDIA 743","CABA","C1274AAC","0101000020E610000024D40CA9A2304DC09CDCEF50145241C0",3459,2296,2532,2484.0,48,16
167,"01_004_08064","167","01","CABA","004","Comuna 4","00048","1568-1573",6,"ESC Nº5 GRAL M M DE GUEMES","ARCAMENDIA 793","CABA","C1274AAC","0101000020E610000012691B7FA2304DC0CC608C48145241C0",2073,1318,1678,1647.0,31,8
168,"01_004_05040","168","01","CABA","004","Comuna 4","00048","1574-1577",4,"CENTRO CENTES Nº1","DR RAMON CARRILLO 317","CABA","C1275AHG","0101000020E6100000A6608DB3E9304DC04359F8FA5A5141C0",1382,1018,1014,1010.0,4,4
169,"01_004_08788","169","01","CABA","004","Comuna 4","00048","1578-1583",6,"ESC N°8 CARLOS N VERGARA","AV AMANCIO ALCORTA 1934","CABA","C1283AAS","0101000020E61000009888B7CEBF314DC01C261AA4E05141C0",2062,1512,1506,1491.0,15,6
170,"01_004_09320","170","01","CABA","004","Comuna 4","00048","1584-1591",8,"ENET N°4 REPUBLICA DEL LIBANO","AV MONTES DE OCA 121","CABA","C1270AAB","0101000020E6100000362383DC45304DC079E75086AA5041C0",2761,1495,2014,1996.0,18,14
171,"01_004_09323","171","01","CABA","004","Comuna 4","00048","1592-1599",8,"ESC N°1 REPUBLICA DE BOLIVIA","GRAL HORNOS 530","CABA","C1272ACJ","0101000020E61000005D4E098849304DC0821B295B245141C0",2757,1798,2087,2070.0,17,17
172,"01_004_05041","172","01","CABA","004","Comuna 4","00049","1600-1607",8,"ESC Nº13 FRAY MAMERTO ESQUIU","SALOM 332","CABA","C1277ABB","0101000020E6100000C2FA3F87F9304DC09A0AF148BC5241C0",2763,2159,2134,2106.0,28,21
173,"01_004_04112","173","01","CABA","004","Comuna 4","00049","1608-1614",7,"ESC N°24 PRESIDENTE DERQUI","CALIFORNIA 1925/CALIFORNIA S/N","CABA","C1289AAM","0101000020E6100000AD1397E315304DC05B423EE8D95241C0",2411,1931,1916,1906.0,10,15
174,"01_004_04115","174","01","CABA","004","Comuna 4","00049","1615-1622",8,"ESC N°20 NIEVES E DE OROMI","SAN ANTONIO 682","CABA","C1276ADH","0101000020E610000019AC38D55A304DC01F2C6343375341C0",2760,2194,2196,2173.0,23,16
175,"01_004_09329","175","01","CABA","004","Comuna 4","00049","1623-1630",8,"ESC TEC N°10 FRAY LUIS BELTRAN","VIEYTES 942","CABA","C1275AGD","0101000020E610000059DB148F8B304DC009A9DBD9575241C0",2754,1621,2154,2121.0,33,17
176,"01_004_09332","176","01","CABA","004","Comuna 4","00049","1631-1635",5,"ESC N°28 FRANCISCO P MORENO","JOSE SALMUN FEIJOO 1073","CABA","C1274AGO","0101000020E6100000C685032159304DC0EA95B20C715241C0",1717,1089,1363,1336.0,27,7
177,"01_004_04131","177","01","CABA","004","Comuna 4","00050","1636-1646",11,"ESC N°7 JUAN DE GARAY","AV CASEROS 734","CABA","C1152AAQ","0101000020E61000007764AC36FF2F4DC0FB2477D8445041C0",3821,3023,3006,2979.0,27,16
178,"01_004_04153","178","01","CABA","004","Comuna 4","00050","1647-1657",11,"ESC DE BELLAS ARTES M BELGRANO","WENCESLAO VILLAFAÑE 1342","CABA","C1295AED","0101000020E6100000967840D9942F4DC00821205F425141C0",3820,2775,3041,2964.0,77,19
179,"01_004_09335","179","01","CABA","004","Comuna 4","00050","1658-1662",5,"ESC N°3 BERNARDO DE IRIGOYEN","AV MONTES DE OCA 439","CABA","C1270AAE","0101000020E6100000BE16F4DE18304DC0D4F02DAC1B5141C0",1729,1089,1353,1338.0,15,13
180,"01_004_06427","180","01","CABA","004","Comuna 4","00050","1663-1676",14,"INSTITUTO SANTA FELICITAS","PINZON 1480","CABA","C1287ACF","0101000020E6100000C1E10511A92F4DC098C3EE3B865141C0",4846,3849,3818,3786.0,32,31
181,"01_004_04077","181","01","CABA","004","Comuna 4","00051","1677-1688",12,"INSTITUTO ZACCARIA","AV MONTES DE OCA 1844","CABA","C1270ABS","0101000020E61000006A4FC939B12F4DC0C93CF207035341C0",4085,2804,3315,3276.0,39,29
182,"01_004_04076","182","01","CABA","004","Comuna 4","00051","1689-1706",18,"ESC DE COM N°1 J V GONZALEZ","MONTES DE OCA 1356","CABA","C1270ABN","0101000020E610000006499F56D12F4DC0A27BD6355A5241C0",6133,5015,4968,4909.0,59,42
183,"01_004_04086","183","01","CABA","004","Comuna 4","00052","1707-1717",11,"ESC Nº3 JUAN MARTIN GUTIERREZ","ROCHA 1226","CABA","C1166AFH","0101000020E6100000765089EB182F4DC09EB29AAE275241C0",3853,2721,2969,2941.0,28,27
184,"01_004_05047","184","01","CABA","004","Comuna 4","00052","1718-1725",8,"ESC Nº4 JOSE J BERRUTTI","B QUINQUELA MARTIN 1081/ A NUÑEZ S/N","CABA","C1167AFC","0101000020E61000004B5645B8C92E4DC0E868554B3A5241C0",2800,2175,2158,2129.0,29,12
185,"01_004_04084","185","01","CABA","004","Comuna 4","00052","1726-1736",11,"ESC Nº11 ANTONIO BUCICH","BRANDSEN 1057","CABA","C1161ABC","0101000020E6100000BC77D498102F4DC018D2E1218C5141C0",3840,2404,2929,2903.0,26,18
186,"01_004_05046","186","01","CABA","004","Comuna 4","00052","1737-1740",4,"ESC Nº19 REP ITALIANA","RIO CUARTO 1249","CABA","C1168AFE","0101000020E610000083F8C08EFF2E4DC0725303CDE75241C0",1392,1071,1054,1042.0,12,16
187,"01_004_05315","187","01","CABA","004","Comuna 4","00053","1741-1748",8,"ESC N°9 PEDRO DE MENDOZA","AV PEDRO DE MENDOZA 1835","CABA","C1169AAC","0101000020E61000001BF16437332E4DC067EDB60BCD5141C0",2798,2159,2141,2125.0,16,17
188,"01_004_05314","188","01","CABA","004","Comuna 4","00053","1749-1752",4,"ENET N°31 MAESTRO QUINQUELA","AV PEDRO DE MENDOZA 1777","CABA","C1169AAB","0101000020E6100000BE16F4DE182E4DC0BDE3141DC95141C0",1395,1074,1064,1038.0,26,17
189,"01_004_04095","189","01","CABA","004","Comuna 4","00053","1753-1760",8,"ESC Nº10 G ARAOZ DE LAMADRID","GRAL G ARAOZ DE LAMADRID 499","CABA","C1166AAG","0101000020E6100000CD5A0A48FB2D4DC00684D6C3975141C0",2788,2111,2090,2058.0,32,17
190,"01_004_05338","190","01","CABA","004","Comuna 4","00053","1761-1768",8,"ESC N°29 ADULTOS M BELGRANO","GRAL G ARAOZ DE LAMADRID 676","CABA","C1166AAG","0101000020E6100000A3923A014D2E4DC0A6D24F38BB5141C0",2790,2140,2117,2098.0,19,22
191,"01_004_04094","191","01","CABA","004","Comuna 4","00053","1769-1773",5,"ESC Nº14 AGUSTIN R CAFFARENA","NECOCHEA 1136","CABA","C1158ACR","0101000020E6100000807D74EACA2D4DC02330D637305141C0",1744,1310,1299,1283.0,16,10
192,"01_004_09338","192","01","CABA","004","Comuna 4","00053","1774-1782",9,"ESC N°13 REPUBLICA DE CHILE","SUAREZ 1145","CABA","C1162AFE","0101000020E6100000D7FA22A12D2F4DC0E31B0A9FAD5141C0",3141,1867,2398,2368.0,30,6
193,"01_004_04099","193","01","CABA","004","Comuna 4","00054","1783-1796",14,"ESC Nº8 CARLOS DELLA PENA","E BRAUN MENENDEZ 260","CABA","C1156AAF","0101000020E6100000A855F487662E4DC0BDA772DA535041C0",4806,3791,3770,3738.0,32,23
194,"01_004_04101","194","01","CABA","004","Comuna 4","00054","1797-1806",10,"INST MADRE DE LOS EMIGRANTES","NECOCHEA 330","CABA","C1158ACB","0101000020E610000004E5B67D8F2E4DC0C5573B8A735041C0",3442,2741,2709,2683.0,26,29
195,"01_004_04097","195","01","CABA","004","Comuna 4","00054","1807-1813",7,"ESC Nº2 DR CARLOS R VIGNALE","WENCESLAO VILLAFAÑE 453","CABA","C1160AEI","0101000020E6100000899AE8F3512E4DC03672DD94F25041C0",2406,1595,1858,1848.0,10,15
196,"01_004_09341","196","01","CABA","004","Comuna 4","00054","1814-1824",11,"ESC N°1 ALTE G BROWN","ARISTOBULO DEL VALLE 471","CABA","C1161AEC","0101000020E61000002788BA0F402E4DC065C8B1F50C5141C0",3777,2459,2980,2958.0,22,27
197,"01_004_04010","197","01","CABA","004","Comuna 4","00055","1825-1829",5,"ESC N°24 MARTIN GUERRICO","LYNCH 3536","CABA","C1437HOD","0101000020E61000008925E5EE73344DC018CC5F21735341C0",1743,1385,1377,1361.0,16,7
198,"01_004_05032","198","01","CABA","004","Comuna 4","00055","1830-1835",6,"INSTITUTO SAN VICENTE DE PAUL","ALBERTO EINSTEIN 599","CABA","C1437DXE","0101000020E6100000F33E8EE6C8344DC02A37514B735341C0",2093,1672,1652,1633.0,19,20
199,"01_004_04015","199","01","CABA","004","Comuna 4","00055","1836-1840",5,"ESC N°23 DR LORENZO ANADON","TRAFUL 3847","CABA","C1437HMK","0101000020E61000002B6C06B820354DC01CD0D2156C5341C0",1745,1365,1355,1342.0,13,10
200,"01_004_05030","200","01","CABA","004","Comuna 4","00055","1841-1846",6,"ESC N°16 SABINA B DE BOZZALLA","AV AMANCIO ALCORTA 3402","CABA","C1437HUR","0101000020E61000004F7974232C344DC0E3A7716F7E5341C0",2082,1412,1330,1319.0,11,20
201,"01_004_09344","201","01","CABA","004","Comuna 4","00055","1847-1852",6,"NTRA SRA DIVINA PROVIDENCIA","CACHI 724","CABA","C1437DZF","0101000020E61000005FD218ADA3344DC020EBA9D5575341C0",2083,1672,1643,1624.0,19,23
202,"01_004_04829","202","01","CABA","004","Comuna 4","00056","1853-1859",7,"INSTITUTO SAN ANTONIO DE PADUA","TILCARA 3178","CABA","C1437CYH","0101000020E61000004B94BDA59C354DC0C30FCEA78E5341C0",2443,1951,1940,1917.0,23,11
203,"01_004_04810","203","01","CABA","004","Comuna 4","00056","1860-1865",6,"ENET N°33 F M DEL PLUMERILLO","AV INT FRANCISCO RABANAL 1549","CABA","C1437FPC","0101000020E61000003CA1D79FC4354DC044A2D0B2EE5341C0",2095,1645,1631,1613.0,18,10
